S. cerevisiae			
Genes included in this table have RNA RPM >= 10.0 and RPF RPM > 0 for RNA-Seq and ribosome profiling data			
Transcript ID	mRNA RPKM	RPF RPKM	log2(TE)
YHR129C	25.06	9.53	-1.394838295
YHR131C	25.27	6.33	-1.99714826
YHR132C	109.63	140.49	0.357824801
YHR132W-A	100.81	126.95	0.332621639
YHR133C	149.85	131.49	-0.188565999
YHR134W	22.68	8.33	-1.44503224
YHR135C	103.76	88.58	-0.228197482
YHR136C	184.61	255.25	0.467430258
YHR137W	67.5	53.12	-0.345632355
YHR138C	36.35	65.33	0.845790276
YHR142W	50.46	45.69	-0.143261764
YHR143W	285.63	397.46	0.476662161
YHR143W-A	252.3	586.26	1.21640042
YHR144C	47.33	35.08	-0.432106174
YHR146W	147.3	246.85	0.744877215
YHR147C	69.57	73.72	0.08359075
YHR148W	59.21	95.55	0.690415019
YHR149C	43.58	32.6	-0.418794232
YHR150W	14.54	5.04	-1.52853163
YHR151C	28.55	7.16	-1.995459253
YHR152W	78.21	121.54	0.636006208
YHR154W	42.27	22.91	-0.883656654
YHR155W	36.53	9	-2.021084847
YHR156C	12	10.11	-0.247251409
YHR158C	48.54	34.8	-0.480086802
YHR159W	16.21	6.46	-1.327278021
YHR161C	32.11	21.17	-0.601001396
YHR162W	451.48	480.1	0.088672856
YHR163W	207.46	160.69	-0.368553049
YHR164C	21.41	6.96	-1.621125585
YHR165C	68.56	15.97	-2.102002797
YHR166C	17.79	12.09	-0.557252266
YHR167W	25.45	28.68	0.172379368
YHR168W	14.41	7.32	-0.977154782
YHR169W	56.32	48.22	-0.224015683
YHR170W	143.11	130.94	-0.128218602
YHR171W	9.43	7.15	-0.399314529
YHR172W	26.95	14.27	-0.917299938
YHR175W	83.26	80.15	-0.054921038
YHR178W	16.98	7.92	-1.100264123
YHR179W	734.77	1187.23	0.692234824
YHR181W	76.06	71.51	-0.088992936
YHR182W	18.58	6.39	-1.539862665
YHR183W	815.87	1235.53	0.598718843
YHR186C	40.33	15.62	-1.368458952
YHR187W	30.69	36.94	0.267415221
YHR188C	102.23	58.57	-0.803584826
YHR190W	188.64	239.73	0.345774837
YHR191C	36.63	45.79	0.322006864
YHR192W	50.18	42.72	-0.232200824
YHR193C	1393.52	3101.73	1.154339399
YHR194W	16.38	3.44	-2.251454887
YHR195W	32.3	18.36	-0.814968106
YHR196W	94.96	75.06	-0.339275645
YHR197W	50.55	33.51	-0.593119406
YHR198C	25.78	23.34	-0.143447703
YHR199C	80.7	42.98	-0.908903191
YHR200W	212.64	264.34	0.313981741
YHR201C	67.74	97.95	0.532037506
YHR202W	11.42	7.27	-0.651535381
YHR204W	33.34	8.2	-2.023558289
YHR205W	80.31	54.6	-0.556678689
YHR206W	50.81	28.83	-0.817541627
YHR207C	36.17	37.99	0.070826114
YHR208W	595.29	645.28	0.116332651
YHR209W	12.32	10.23	-0.268196111
YIL001W	18.65	10.57	-0.819200254
YIL002C	28.55	9.15	-1.641647097
YIL002W-A	194.25	245.55	0.338102224
YIL003W	29.04	22.94	-0.340176062
YIL004C	69.83	92.3	0.402483675
YIL005W	55.12	48.99	-0.170088596
YIL007C	28.56	30.13	0.077204694
YIL008W	86.86	242.9	1.483598632
YIL009C-A	34.2	28.51	-0.262528286
YIL009W	69.83	29.7	-1.233384042
YIL010W	81.03	99.58	0.297399875
YIL013C	4.18	0.89	-2.231625701
YIL014W	41.83	19.42	-1.106994797
YIL015W	202.56	229.07	0.17743922
YIL016W	106.37	93.91	-0.179740622
YIL017C	19.34	5.46	-1.824614939
YIL019W	28.76	43.66	0.602248455
YIL020C	41.86	61.84	0.562968008
YIL021W	114.47	166.56	0.541072424
YIL022W	101.96	102.34	0.00536686
YIL023C	33.69	28.12	-0.260723834
YIL026C	37.69	21.66	-0.799148552
YIL027C	105.4	109.48	0.054792473
YIL030C	93.79	56.12	-0.7409191
YIL031W	32.65	6.03	-2.436853085
YIL033C	86	123.88	0.526534723
YIL034C	108.71	108.94	0.003049115
YIL035C	81.64	67.64	-0.271399523
YIL036W	50.6	38.72	-0.386058432
YIL038C	64.41	68.38	0.086289731
YIL039W	110.89	89.74	-0.305306181
YIL040W	59.91	62.57	0.062674271
YIL041W	315.47	374	0.245535453
YIL042C	16.38	7.95	-1.042908591
YIL043C	359.79	274.98	-0.387828397
YIL044C	72.75	71.55	-0.023995481
YIL045W	9.61	9.73	0.017903374
YIL046W	38.19	15.79	-1.274183749
YIL047C	99.99	27.16	-1.880300339
YIL048W	43.63	21.22	-1.039895817
YIL049W	25.35	11.96	-1.083768358
YIL050W	41.66	33.5	-0.314501744
YIL051C	1183.38	2287.22	0.950681723
YIL053W	2050.53	3042.95	0.569473778
YIL055C	8.73	4.69	-0.896393731
YIL056W	26.81	14.28	-0.90877524
YIL061C	21.64	21.46	-0.012050423
YIL062C	170.39	301.89	0.825182301
YIL063C	90.39	112.49	0.315561677
YIL064W	71.05	73.17	0.042417609
YIL065C	62.99	75.15	0.254650293
YIL066C	6.1	3.7	-0.721283972
YIL067C	24.32	11.55	-1.074250377
YIL068C	43.79	21.73	-1.010913275
YIL070C	86.39	132.49	0.616947244
YIL071C	15.42	5.44	-1.503124209
YIL074C	122.45	133.56	0.125295225
YIL075C	241.75	201.96	-0.259446307
YIL076W	165.9	196.2	0.242011155
YIL077C	19.77	12.71	-0.637348841
YIL078W	792.74	814.25	0.038624041
YIL079C	42.83	35.42	-0.274057465
YIL083C	51.67	49.49	-0.062189842
YIL084C	25.58	28.91	0.176552345
YIL087C	23.69	29.66	0.324240399
YIL088C	66.67	36.29	-0.87746567
YIL090W	57.2	25.04	-1.191780585
YIL091C	57.79	48.32	-0.258199415
YIL092W	11.95	3.58	-1.738979126
YIL093C	36.98	44.32	0.261212657
YIL094C	275.27	218.7	-0.331894168
YIL095W	21.36	14.78	-0.531265378
YIL096C	33.61	25.16	-0.41775862
YIL097W	11.39	5.92	-0.944098666
YIL098C	36.69	51.63	0.492822694
YIL103W	45.09	39.16	-0.203426745
YIL104C	31.77	28.4	-0.16177416
YIL105C	36.85	30.1	-0.291901132
YIL106W	46.4	66.01	0.508559793
YIL107C	22.14	12.15	-0.865698908
YIL108W	40.03	31.84	-0.33024128
YIL109C	181.45	151.41	-0.261111564
YIL110W	59.22	49.12	-0.26977393
YIL111W	113.99	101.13	-0.172696233
YIL112W	32.17	17.75	-0.857896911
YIL114C	47.4	32.32	-0.552459861
YIL115C	91.78	63.59	-0.529379898
YIL116W	82.93	107.53	0.374773219
YIL117C	36.36	47.68	0.391032036
YIL118W	99.38	140.24	0.496870454
YIL119C	35.61	23.79	-0.581927164
YIL120W	6.61	1.42	-2.218759342
YIL121W	53.81	30.81	-0.804475624
YIL122W	10.93	5.14	-1.088453136
YIL123W	416.11	734.81	0.8204063
YIL124W	120.29	138.75	0.205971059
YIL125W	124.3	97.05	-0.357026178
YIL126W	101.1	52.22	-0.953108634
YIL127C	55.62	88.3	0.666809693
YIL128W	45.54	24.28	-0.90736587
YIL129C	61.47	16.38	-1.907947128
YIL131C	54.58	41.02	-0.412044903
YIL133C	2098.29	3008.04	0.519609668
YIL134W	21.14	7.44	-1.50660085
YIL135C	31	32.27	0.057925362
YIL136W	14.27	27.26	0.933800227
YIL137C	73.58	65.66	-0.164298926
YIL138C	186.78	267.92	0.520462299
YIL139C	23.48	7.43	-1.659998293
YIL140W	37.49	37.97	0.018354173
YIL142W	261.1	276.86	0.084554174
YIL143C	44.57	32.16	-0.470805554
YIL144W	27.06	16.16	-0.743734641
YIL145C	70.95	75.56	0.090820017
YIL146C	14.37	3.98	-1.852219726
YIL147C	51.69	11.57	-2.159496338
YIL149C	50.18	13.16	-1.930952982
YIL150C	17.03	11.61	-0.552710463
YIL151C	36.73	5.63	-2.705752069
YIL152W	17.33	7.86	-1.140670437
YIL153W	38.49	21.36	-0.849572024
YIL154C	29.72	47.09	0.663986607
YIL155C	29.22	18.1	-0.690966481
YIL156W	25.72	9.64	-1.415785591
YIL157C	62.37	83.17	0.415210973
YIL158W	74.23	37.91	-0.969423912
YIL159W	17.64	4.99	-1.82173884
YIL161W	24.13	20.14	-0.260764232
YIL162W	67.73	51.21	-0.403369437
YIR001C	28.57	46.68	0.708303525
YIR002C	33.98	10.79	-1.654990988
YIR003W	45.7	47.11	0.043839167
YIR004W	64.98	62.93	-0.046247801
YIR006C	139.25	95.01	-0.551526054
YIR007W	17.47	12.22	-0.515635323
YIR008C	41.75	43.06	0.044572122
YIR010W	26.97	15.39	-0.80936229
YIR011C	47.58	45.42	-0.067027566
YIR012W	128.86	160.5	0.316768797
YIR016W	24.86	0.61	-5.348873243
YIR018W	42.22	26.87	-0.651930257
YIR021W	27.61	14.64	-0.915275334
YIR022W	81.02	121.27	0.581872708
YIR023W	32.52	12.82	-1.342930995
YIR025W	12.97	12.91	-0.006689479
YIR026C	57.8	56.35	-0.036653882
YIR030C	17.44	14.84	-0.232908948
YIR031C	14.79	0.93	-3.991247526
YIR033W	73.96	38.11	-0.956575617
YIR034C	51.53	97.01	0.912720879
YIR035C	48.22	44.86	-0.104202031
YIR036C	51.58	66.56	0.36784366
YIR037W	171.34	381.57	1.155085754
YIR038C	59.26	70.08	0.241944149
YJL001W	227.64	329.01	0.53137735
YJL002C	244.42	192.87	-0.341733584
YJL003W	47.3	47.2	-0.003053324
YJL004C	67.62	55.53	-0.28418262
YJL005W	52.57	15.46	-1.765699416
YJL006C	27.67	21.1	-0.391079645
YJL008C	256.87	257.36	0.002749434
YJL010C	67.97	72.6	0.095071425
YJL011C	56.97	77.11	0.436715562
YJL012C	533.85	491.52	-0.119184312
YJL013C	19.3	7.62	-1.340737945
YJL014W	219.86	254.94	0.213572597
YJL016W	28.62	7.52	-1.928219105
YJL019W	35.1	22.37	-0.649905774
YJL020C	86.93	98.22	0.176162678
YJL023C	17.48	8	-1.12763328
YJL024C	49.22	72.78	0.564297393
YJL025W	18.61	3.61	-2.366007313
YJL026W	395.25	563.73	0.512238883
YJL029C	47.8	19.18	-1.317407898
YJL030W	36.63	45.3	0.306485349
YJL031C	53.91	41.38	-0.381619264
YJL033W	71.97	69.24	-0.055789934
YJL034W	760.3	558.64	-0.444649913
YJL035C	22.2	15.6	-0.509013647
YJL036W	32.43	31.24	-0.05393457
YJL039C	90.38	44.14	-1.033916927
YJL042W	54.43	23.39	-1.218510174
YJL044C	49.71	19.73	-1.333145147
YJL046W	29.45	12.39	-1.249091447
YJL047C	21.08	9.25	-1.188349596
YJL048C	16.65	12	-0.472487771
YJL049W	20.62	17.64	-0.225193772
YJL050W	118.27	108.75	-0.12106877
YJL051W	26.65	10.75	-1.309798873
YJL053W	42.21	40.13	-0.072903673
YJL054W	89.73	38.22	-1.231262633
YJL055W	145.39	173.89	0.258246926
YJL056C	16.12	5.07	-1.668794092
YJL057C	14.17	7.69	-0.881784255
YJL058C	12.01	6.92	-0.795392208
YJL059W	22.26	10.68	-1.059541946
YJL060W	61.37	60.62	-0.017739731
YJL061W	59.82	38.95	-0.619004582
YJL062W	48.33	35.87	-0.430141249
YJL062W-A	105.71	162.42	0.619617434
YJL063C	53.52	74.66	0.480257393
YJL065C	56.2	50.76	-0.146878061
YJL066C	31.59	37.48	0.246653016
YJL068C	82.39	125.79	0.610476088
YJL069C	52.26	55.93	0.097915206
YJL070C	16.23	7.01	-1.211176651
YJL071W	18.72	7.99	-1.228313027
YJL072C	35.31	37.08	0.070564423
YJL073W	29.04	20.26	-0.519407279
YJL074C	42.73	31.6	-0.435324759
YJL076W	131.6	58.66	-1.165710513
YJL078C	61.48	81.74	0.410925078
YJL079C	39.76	81.8	1.040783086
YJL080C	370.34	433.91	0.228545453
YJL081C	76.37	44.3	-0.785699325
YJL082W	45.85	28.71	-0.675368403
YJL083W	19.38	7.57	-1.356203365
YJL084C	21.38	13.52	-0.661166701
YJL085W	28.08	19.83	-0.501858258
YJL087C	33.01	32.68	-0.014495155
YJL090C	17.71	4.54	-1.963800009
YJL091C	40.54	30.64	-0.403929792
YJL092W	38	8.96	-2.084428781
YJL093C	34.9	6.49	-2.426936653
YJL094C	30.29	14.02	-1.111355229
YJL095W	31.31	7.76	-2.012494951
YJL096W	72.22	90.06	0.318488057
YJL097W	128.76	164.63	0.354542776
YJL098W	52.13	29.77	-0.808254638
YJL099W	20.63	11.84	-0.80107474
YJL100W	14.84	5.8	-1.355366287
YJL101C	73.5	34.67	-1.084056413
YJL102W	11.88	6.25	-0.926606741
YJL104W	114.01	162.53	0.511545666
YJL109C	150.15	60.6	-1.309014776
YJL110C	35.07	21.86	-0.68194403
YJL111W	196.18	222.79	0.183506508
YJL112W	31.49	13.16	-1.258734268
YJL115W	24.57	68.94	1.488443441
YJL117W	246.32	244.61	-0.010050388
YJL118W	17.8	4.87	-1.869883564
YJL121C	264.33	348.84	0.400225305
YJL122W	125.22	171.11	0.45045907
YJL123C	91.88	132.64	0.52969315
YJL124C	181.16	186.79	0.044152776
YJL125C	45.45	56.23	0.307059752
YJL126W	18.48	16.46	-0.167000421
YJL127C	25.58	11.34	-1.173595624
YJL127C-B	110.82	48.41	-1.194841273
YJL128C	53.89	37.87	-0.508962166
YJL129C	44	6.11	-2.848259239
YJL130C	443.39	335.92	-0.400458539
YJL131C	17.15	14.84	-0.208717484
YJL132W	10.23	4.37	-1.22710096
YJL133C-A	62.05	203.18	1.711255282
YJL133W	46.1	24.51	-0.911396266
YJL134W	49.57	47.09	-0.074046536
YJL136C	3095	5100.8	0.720784125
YJL137C	20.49	13.9	-0.559835101
YJL139C	23.59	14.98	-0.655137795
YJL140W	147.62	173.03	0.229133999
YJL141C	36.02	15.2	-1.244726858
YJL143W	89.63	265.5	1.566658259
YJL145W	115.24	145.13	0.332704206
YJL146W	23.85	22.84	-0.062426616
YJL147C	12.84	5.98	-1.102427813
YJL148W	120.94	201.48	0.736345152
YJL149W	18.17	15.43	-0.235820358
YJL151C	247.54	348.95	0.495358663
YJL154C	75	38.17	-0.974451409
YJL155C	18.77	18.64	-0.01002679
YJL156C	28.93	22.35	-0.372291492
YJL157C	73.28	46.84	-0.645678428
YJL158C	651.64	1860.58	1.513605354
YJL162C	14.51	9.56	-0.601964996
YJL163C	7.3	5.11	-0.514573173
YJL164C	52.44	42.72	-0.295756039
YJL165C	42.2	26.45	-0.673975277
YJL166W	141.5	250.25	0.822568016
YJL167W	453.31	669.82	0.563275466
YJL168C	48.56	37.47	-0.374032444
YJL171C	125.61	129.93	0.048783254
YJL172W	202.58	216.49	0.095808637
YJL173C	155.72	202.32	0.377684692
YJL174W	168.22	218.16	0.375037365
YJL176C	53.44	41.19	-0.375625882
YJL177W	1466.08	2188.26	0.577820334
YJL178C	113.4	133.85	0.239196499
YJL179W	85.31	175.8	1.043148302
YJL180C	29.25	21.48	-0.445442631
YJL181W	18.77	7.13	-1.396454668
YJL183W	141.18	87.41	-0.691665483
YJL184W	96.95	135.58	0.483831572
YJL185C	12.07	5.97	-1.015622839
YJL186W	123.59	116.01	-0.091312845
YJL187C	34.75	8.28	-2.069310305
YJL189W	9937.27	20587.71	1.050861897
YJL190C	3817.67	6782.81	0.829190679
YJL192C	205.76	187.37	-0.135072568
YJL193W	30.56	15.78	-0.953547338
YJL194W	34.11	21.55	-0.662506886
YJL196C	194.29	179	-0.118252061
YJL197W	48.96	22.19	-1.141693891
YJL198W	56.05	33.33	-0.749893056
YJL200C	109.92	81.39	-0.433530456
YJL201W	40.41	25.69	-0.653505461
YJL203W	19.34	30.75	0.668998616
YJL204C	24.7	18.42	-0.42323798
YJL205C	95.73	126.81	0.405625504
YJL206C	11.76	3.86	-1.607215308
YJL207C	55.13	17.82	-1.629340265
YJL208C	42.74	36.51	-0.227295239
YJL209W	26.79	5.47	-2.292081843
YJL210W	47.49	16.41	-1.533048517
YJL212C	84.96	55.95	-0.602645635
YJL213W	22.67	0.07	-8.339213754
YJL216C	6.08	0.11	-5.788495895
YJL217W	351.59	480.35	0.45019195
YJR001W	93.05	62.46	-0.575073581
YJR002W	89.57	74.14	-0.272763491
YJR003C	36.58	25.02	-0.547973286
YJR004C	13.27	1.14	-3.541062641
YJR005W	45.68	24.07	-0.924326509
YJR006W	34.65	23.15	-0.581843159
YJR007W	303.77	454.17	0.580253015
YJR010C-A	58.33	112.62	0.949153077
YJR010W	23.38	22.32	-0.066937903
YJR011C	20.65	13.19	-0.646697217
YJR012C	21.75	14.76	-0.55932268
YJR013W	41.23	31.5	-0.388342633
YJR014W	235.47	470.48	0.99859013
YJR015W	117.79	128.74	0.12824331
YJR016C	669.96	519.48	-0.367006756
YJR017C	209.59	218.59	0.060657518
YJR019C	15.47	15.69	0.020372156
YJR021C	22.75	8.89	-1.355611221
YJR024C	124.03	90.12	-0.460769899
YJR025C	109.92	176.36	0.682069473
YJR030C	29.59	12.17	-1.281780528
YJR031C	46.89	18.26	-1.360593514
YJR032W	56.23	66.75	0.24742779
YJR033C	32.14	14.06	-1.192773335
YJR034W	47.53	83.94	0.820520062
YJR035W	16.84	7.19	-1.227828463
YJR036C	5.52	1.5	-1.879705766
YJR039W	10.97	2.72	-2.011884969
YJR040W	49.07	28.71	-0.773287941
YJR041C	44.68	28.79	-0.634061397
YJR042W	64.97	43.89	-0.565881435
YJR043C	30.58	29.16	-0.068597687
YJR044C	80.05	110.91	0.470416142
YJR045C	1144.12	1641.43	0.520714851
YJR046W	66.59	24.2	-1.460298493
YJR048W	107.61	258.54	1.264575353
YJR049C	52.25	35.52	-0.556799456
YJR050W	32.38	34.68	0.099000913
YJR051W	56.86	50.8	-0.162585602
YJR052W	22.73	13.73	-0.727266059
YJR053W	18.39	11.14	-0.723172247
YJR054W	30.92	8.61	-1.844455177
YJR056C	24.43	24.57	0.008243994
YJR057W	53.3	51.93	-0.037567308
YJR058C	61.32	44.52	-0.461904104
YJR059W	73.75	41.64	-0.824672981
YJR060W	87.83	169.45	0.948073928
YJR061W	12.55	3.26	-1.944743495
YJR062C	28.6	20.77	-0.461513931
YJR063W	111.72	155.04	0.472752997
YJR064W	343.49	318.37	-0.109563701
YJR065C	232.61	209.79	-0.148967209
YJR066W	45.01	11.88	-1.921710729
YJR067C	26.71	52.96	0.987523146
YJR068W	65.58	52.57	-0.319016167
YJR069C	138.47	287.63	1.054640712
YJR070C	312.84	534.36	0.772387029
YJR072C	109.51	136.01	0.312650111
YJR073C	70.36	75.52	0.102103282
YJR074W	58.81	67.2	0.192399743
YJR075W	145.12	124.11	-0.225626998
YJR076C	98.11	125.24	0.352223316
YJR077C	235.45	274.55	0.221648189
YJR080C	47	36.59	-0.361211341
YJR082C	56.24	47.08	-0.256482274
YJR083C	16.35	20.19	0.304350275
YJR084W	25.88	18.62	-0.474984544
YJR085C	214.22	448.87	1.067204498
YJR086W	106.47	109.91	0.045875674
YJR088C	105.76	140.93	0.414184671
YJR089W	23.43	8.22	-1.511146655
YJR090C	45.15	15.23	-1.567810046
YJR091C	57.68	25.3	-1.18893378
YJR092W	74.63	51.55	-0.533783259
YJR093C	31.68	39.81	0.329558536
YJR094W-A	3441.69	5084.43	0.56296889
YJR096W	45.18	38.16	-0.243623099
YJR097W	26.05	38.28	0.555307457
YJR098C	10.67	8.08	-0.401132978
YJR099W	41.68	45.15	0.11537071
YJR100C	35.31	21.01	-0.749000659
YJR101W	60	50.48	-0.24925059
YJR102C	23.07	27.62	0.259695316
YJR103W	58.49	54.01	-0.114963441
YJR104C	1516.83	2888.37	0.92919616
YJR105W	576.79	881.16	0.611357853
YJR106W	14.48	4.94	-1.551478656
YJR107W	14.63	0.07	-7.707359132
YJR109C	95.3	98.61	0.049257743
YJR110W	21.06	8.38	-1.329483287
YJR111C	18.45	20.66	0.163219438
YJR112W	33.44	27.17	-0.299560282
YJR112W-A	39.75	30.62	-0.376480578
YJR113C	65.32	49.78	-0.391958561
YJR116W	26.11	23.14	-0.174213593
YJR117W	140.79	119.4	-0.23774203
YJR118C	78.49	100.57	0.357619249
YJR119C	8.13	4.31	-0.915567483
YJR120W	106.41	13.9	-2.936476948
YJR121W	584.91	478.96	-0.288309479
YJR122W	19.74	9.64	-1.034016938
YJR123W	5960.38	8802.35	0.562484426
YJR124C	50.12	39.21	-0.354164773
YJR125C	76.22	133.29	0.806327034
YJR126C	56.26	24.87	-1.177703045
YJR127C	28.78	6.95	-2.049981709
YJR129C	24.35	15.09	-0.690328966
YJR130C	19.23	9.41	-1.031092135
YJR131W	41.48	40.29	-0.041994089
YJR132W	70.47	41.99	-0.746963426
YJR133W	76.52	87.89	0.199862153
YJR135C	17.62	9.29	-0.923463423
YJR135W-A	123.04	204.2	0.730855458
YJR136C	21.1	11.39	-0.889475252
YJR137C	68.64	33.59	-1.031017757
YJR138W	25.67	8.53	-1.589465649
YJR139C	674.27	912.33	0.436229348
YJR140C	31.48	11.63	-1.436584444
YJR141W	22.67	6.49	-1.804494008
YJR142W	49.49	60.62	0.29265681
YJR143C	258.17	137.51	-0.908784828
YJR144W	91.26	89.31	-0.031160931
YJR147W	65.55	11.34	-2.53117514
YJR148W	503.47	572.43	0.185193467
YJR149W	19.57	0.44	-5.474996422
YJR152W	8.75	0.04	-7.773139207
YKL001C	67.25	69.4	0.045401395
YKL002W	77.8	83.28	0.098199913
YKL003C	80.02	94.19	0.235213271
YKL004W	134.2	53.4	-1.329473025
YKL005C	29.26	16.81	-0.799610045
YKL006C-A	87.89	84.23	-0.061364861
YKL007W	115.28	146.77	0.348414869
YKL008C	127.4	115.56	-0.140723169
YKL009W	163.24	279.72	0.776988795
YKL010C	58.83	37.55	-0.647739129
YKL011C	19.31	10.59	-0.866645575
YKL012W	35.33	17.57	-1.007779558
YKL013C	224.56	286.37	0.350779395
YKL014C	87.36	35.27	-1.30853128
YKL015W	40.81	7.1	-2.523031781
YKL016C	196.87	293.01	0.573706619
YKL017C	13.29	8.57	-0.632973995
YKL018W	36.39	33.99	-0.098431689
YKL019W	63.87	37.95	-0.751038565
YKL020C	37.12	21.35	-0.797960641
YKL021C	52.61	73.06	0.473744704
YKL022C	32.65	19.01	-0.78032446
YKL023W	28.74	33.84	0.235669507
YKL024C	260.64	318.09	0.287376509
YKL025C	39.15	28.19	-0.47382883
YKL027W	43.32	35.68	-0.279917628
YKL028W	64.32	39.87	-0.689963801
YKL029C	157.81	171.07	0.116398153
YKL032C	53.62	74.05	0.465728516
YKL033W	24.21	8.78	-1.463310234
YKL033W-A	221.96	169.05	-0.392849692
YKL034W	25.29	18.16	-0.477802834
YKL035W	260.5	394.19	0.597607805
YKL038W	32.53	8.61	-1.91768568
YKL039W	143.21	124.23	-0.205118627
YKL040C	80.19	110.18	0.458368125
YKL041W	19.11	59.99	1.650394253
YKL042W	25.66	29.89	0.220141727
YKL043W	55.01	25.54	-1.106935378
YKL045W	30.82	33.14	0.104706741
YKL046C	88.64	102.18	0.205083054
YKL047W	32.28	25.75	-0.326068146
YKL048C	21.01	6.21	-1.758410988
YKL049C	37.54	58.33	0.635809424
YKL050C	5.89	0.11	-5.742692205
YKL051W	12.74	8.76	-0.540362503
YKL052C	39.78	29.81	-0.416246901
YKL053C-A	99.06	143.12	0.530850766
YKL054C	254.54	513.71	1.01306177
YKL055C	13.97	8.75	-0.674977099
YKL056C	4087.85	4779.58	0.22554159
YKL057C	73.22	40.14	-0.867197157
YKL058W	123.81	110.62	-0.162515597
YKL059C	30	26.65	-0.170826968
YKL060C	13355.2	17698.1	0.406192905
YKL062W	16.05	16.59	0.047740589
YKL063C	71.15	114.51	0.686537931
YKL064W	48.07	20.65	-1.218995022
YKL065C	156.64	163.39	0.060867018
YKL067W	289.57	543.34	0.907943116
YKL068W	68.63	44.34	-0.630230584
YKL068W-A	84.19	126.98	0.592880496
YKL069W	88.1	98.76	0.164784817
YKL072W	23.7	11.58	-1.033251806
YKL073W	80.93	65.04	-0.315347338
YKL074C	24.51	23.41	-0.06624555
YKL075C	25.42	20.45	-0.313863187
YKL077W	194.39	227.32	0.225770616
YKL078W	27.86	18.81	-0.566695409
YKL079W	35.75	22.59	-0.662258971
YKL080W	412.58	354.95	-0.217058074
YKL081W	1931.98	2281.88	0.240142765
YKL082C	58.18	103.61	0.832568051
YKL084W	46.89	59.37	0.340453834
YKL085W	142.12	202.87	0.513445944
YKL087C	30.4	52.14	0.778319259
YKL088W	26.8	36.97	0.464122043
YKL089W	16.54	15.05	-0.136195748
YKL091C	25.67	25.68	0.000561907
YKL092C	28.93	11.55	-1.324673472
YKL094W	109.1	91.16	-0.259178272
YKL095W	15.18	21.87	0.52678143
YKL096W	207.64	379.34	0.869407114
YKL096W-A	1944.58	4531.66	1.220581035
YKL098W	26.38	11.66	-1.177876776
YKL099C	84.18	122.33	0.539228837
YKL100C	80.93	51.38	-0.655467705
YKL101W	63.48	25.86	-1.295579853
YKL103C	81.71	98.65	0.271806399
YKL104C	205.2	191.75	-0.097804153
YKL105C	20.22	13.5	-0.58282359
YKL106W	72.85	36.03	-1.015730321
YKL108W	21.41	13.65	-0.649383845
YKL109W	27.56	16.15	-0.771041723
YKL110C	55.99	49.45	-0.179198659
YKL112W	76.78	72.18	-0.089131417
YKL113C	69.9	62.57	-0.159821352
YKL114C	71.72	75	0.064515107
YKL116C	28.37	15.66	-0.857281938
YKL117W	334.91	1016.13	1.601239628
YKL119C	45.85	52.5	0.195395689
YKL120W	200.28	243.39	0.281251534
YKL121W	13.79	5.02	-1.457863188
YKL122C	104.93	144.24	0.459044091
YKL124W	17.59	10.39	-0.759559829
YKL125W	39.3	29.01	-0.437979017
YKL126W	99.02	74.63	-0.407964263
YKL127W	143.4	177.81	0.310291439
YKL128C	125.68	105.08	-0.25826698
YKL129C	42.35	26.49	-0.676914126
YKL130C	53.43	59.87	0.164183253
YKL132C	12.34	1.03	-3.582626152
YKL133C	11.23	2.4	-2.226251617
YKL134C	24.88	13.82	-0.84822887
YKL135C	58.09	36.42	-0.673558908
YKL137W	74.03	115.6	0.642959464
YKL138C	82.38	96.33	0.22569104
YKL138C-A	90.77	182.55	1.008004206
YKL140W	41.98	33.51	-0.32511048
YKL141W	106.69	140.86	0.400837028
YKL142W	179.11	318.45	0.830220984
YKL143W	69.48	88.1	0.342544265
YKL144C	56.46	67.44	0.256375407
YKL145W	244.88	292.96	0.258628746
YKL146W	38.6	28.28	-0.448818727
YKL148C	37.9	38.62	0.027150316
YKL149C	23.59	16.31	-0.532418637
YKL150W	101.91	134.57	0.401061198
YKL151C	36.18	46.29	0.355508155
YKL152C	10261.99	14190.15	0.467579315
YKL154W	85.99	78.45	-0.132395448
YKL155C	29.33	15.7	-0.901612512
YKL156W	1301.31	2497.36	0.94043912
YKL157W	149.83	151.46	0.015610315
YKL159C	17.6	19.8	0.169925001
YKL160W	276.34	189.34	-0.545465179
YKL161C	9.11	0.4	-4.509379149
YKL165C	62.1	46.84	-0.406852193
YKL166C	42.48	41.19	-0.04448964
YKL167C	58.17	80.24	0.464046302
YKL168C	18.97	9.83	-0.948456357
YKL170W	54.73	86.33	0.657530132
YKL171W	18.94	4.26	-2.152510995
YKL172W	144.74	248.42	0.779317651
YKL173W	35.83	21.22	-0.755743387
YKL174C	38.08	23.33	-0.706847171
YKL175W	79.19	53.2	-0.573892015
YKL176C	62.65	7.69	-3.026259006
YKL179C	60.77	38.54	-0.65700272
YKL180W	3147.71	4772.98	0.60058766
YKL181W	267.71	219.59	-0.285858674
YKL182W	961.51	652.49	-0.559346071
YKL183W	36.93	34.53	-0.096942928
YKL184W	153.2	150.83	-0.022492889
YKL185W	61.26	48.16	-0.347109975
YKL186C	80.36	88.08	0.132336905
YKL187C	6.47	0.3	-4.430731306
YKL189W	18.77	18.59	-0.01390188
YKL190W	159.29	203.89	0.356135319
YKL191W	112.77	56.43	-0.998849067
YKL192C	252	587.53	1.221238786
YKL193C	39.3	53.25	0.438252213
